IG,IG_NT,DL,GS,FA,SA
"tensor([-12.1566,  -0.0000,   0.0000,  31.7145,   0.0000,  -0.0000,   0.0000,
         -0.0000,   0.0000,   0.3029,  -0.0000,  -0.0000,  18.5731,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-4.1261e+00, -5.5272e+00,  1.2670e-01,  3.3157e+01,  3.4845e+00,
        -1.1150e+01,  1.6975e-02,  1.8918e-02,  7.6327e-02,  8.8949e-02,
        -4.0863e+01, -2.3077e+00,  5.2397e+01, -5.7118e+00, -2.4948e+00,
         1.0675e+00], dtype=torch.float64)","tensor([-1.6799, -0.0000,  0.0000,  5.2384,  0.0000,  0.0000, -0.0000, -0.0000,
         0.0000, -0.9257, -0.0000, -0.0000, -2.9140,  0.0000,  0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-3.6055,  1.2166, -0.0990, 11.6590, -8.0593,  6.2219,  0.0000, -0.1666,
         0.0000, -0.1820, 30.0843, -0.3162, 17.2815,  0.0000,  0.0000,  0.0000])","tensor([-3.6076e+00,  2.8687e-02, -6.0616e-02,  1.4701e+01, -1.3912e-01,
         2.3193e-03, -2.5085e-02, -8.4229e-03, -4.5624e-02, -9.6512e-03,
         1.4821e-01,  8.9050e-02,  2.4469e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([3.5670, 0.3658, 0.2166, 6.1696, 8.9987, 3.3416, 0.0724, 0.1902, 0.0122,
        0.1944, 6.3298, 0.5061, 2.3007, 0.2207, 0.4998, 0.6157])"
"tensor([-1.3433e+01, -0.0000e+00,  1.9615e+00,  0.0000e+00,  3.4792e+01,
        -0.0000e+00,  0.0000e+00, -0.0000e+00,  0.0000e+00, -2.4743e-02,
        -0.0000e+00, -0.0000e+00,  1.3266e+01, -0.0000e+00, -0.0000e+00,
         0.0000e+00], dtype=torch.float64)","tensor([ -2.9182,  -2.4546,   0.5121,  10.9592,   7.1829,   2.4423,  -0.1710,
          0.1646,  -0.3342,  -1.5893, -15.1211,  -2.2714,  36.9205, -11.6469,
          2.2686,  -2.1169], dtype=torch.float64)","tensor([-2.4656, -0.0000,  0.5661,  0.0000,  5.7373, -0.0000, -0.0000,  0.0000,
         0.0000, -0.7996, -0.0000,  0.0000, -1.8321,  0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-3.0082e+00,  1.7253e-01,  2.2530e-01, -8.9201e+00,  1.6057e+00,
         2.7684e+00, -2.7738e-04,  0.0000e+00,  1.8082e-02, -2.2873e-01,
         7.5680e+00,  1.7262e+00,  7.3560e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-4.3736e+00,  1.1330e-01,  2.1325e-01, -1.5099e-01,  1.2046e+01,
         6.4850e-03, -1.4420e-02,  9.2163e-03, -3.8986e-03, -5.4016e-03,
         1.7466e-01,  3.5342e-01,  2.4953e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 4.1863,  0.4940,  0.1694, 13.7940,  6.9572,  6.0427,  0.0374,  0.1003,
         0.0224,  0.2431,  8.9549,  0.6722,  2.6690,  0.6639,  0.8487,  1.0575])"
"tensor([ -0.0000,  -2.9888,  -0.4252,   0.0000,  23.2062,  -0.0000,  -0.0804,
          1.1324,   0.0000,  -0.0000, -33.9133,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([  0.2060,  -1.4940,  -0.3538,   5.8042,  22.6903,  -1.8748,  -0.3496,
         -0.0936,   0.8872,   0.0630, -26.1473,   5.6956,  -6.7183,  -2.3804,
          1.1009,   0.5275], dtype=torch.float64)","tensor([-0.0000, -1.0939,  0.0169, -0.0000,  5.6629,  0.0000, -0.7063, -0.1914,
         0.0000, -0.0000, -3.8028,  0.0000,  0.0000,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([  2.9485,  -0.4326,  -0.0437,  -0.8040,   7.6588,   1.0328,   0.1110,
          0.1457,  -0.0426,  -0.0198, -13.9512,  -1.4477,  -9.8117,   0.0000,
          0.0000,   0.0000])","tensor([ 6.8130e-03, -1.1758e+00, -4.4571e-02,  6.2256e-03,  4.2916e+00,
         6.0894e-02, -1.7151e-02, -7.3006e-02, -2.3647e-02,  1.1917e-02,
        -2.6502e+01, -3.1349e-02,  2.8839e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([2.3754e+00, 1.0559e+00, 7.5041e-02, 2.2814e-03, 5.1020e+00, 2.3427e-01,
        2.0822e-02, 4.0934e-03, 7.2408e-02, 3.0518e-02, 4.0265e+00, 4.8079e-01,
        3.3251e+00, 2.9658e-01, 8.6391e-01, 1.2463e-01])"
"tensor([ -0.0000,  -0.0000,  -0.4808,   6.3324,   0.0000,  -0.0000,  -0.0000,
          1.3697,   0.0000,   0.0000, -22.9555,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -0.1926,   0.4586,   0.0851,  10.2081,  -2.2326,  -0.9442,   0.2314,
          0.2114,   0.2632,  -0.0794, -23.6738,   3.0852,  13.3236,  -3.5904,
          6.5797,  -1.7668], dtype=torch.float64)","tensor([-0.0000, -0.0000,  0.1317,  0.5704,  0.0000,  0.0000, -0.0000, -0.2808,
         0.0000, -0.0000, -0.4378,  0.0000, -0.0000,  0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([  0.9944,   0.7750,   0.1082,   0.1150,  -2.7233,   2.5923,   0.0153,
         -0.0834,   0.0201,   0.0000, -11.6120,  -3.8093,  -1.1226,   0.0000,
          0.0000,   0.0000])","tensor([ 8.9340e-03,  4.1595e-02,  5.6458e-04,  8.5090e-01, -2.6089e-02,
         8.9226e-03,  1.0132e-02, -2.1432e-01, -1.7109e-02,  1.0025e-02,
        -3.1314e+01, -8.1253e-03,  9.7401e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([1.9134, 1.0908, 0.0102, 0.9524, 3.5440, 0.1096, 0.1112, 0.0960, 0.0242,
        0.0827, 0.9463, 0.1332, 0.6686, 0.2637, 0.4320, 0.1601])"
"tensor([-10.9043,  -0.0000,   0.7488,   0.0000,  22.8474,  -0.0000,   0.0000,
         -0.0000,   0.2402,   0.0000,  -0.0000,  -0.3449,   0.0000,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -7.6449,   1.0366,   0.1508,   1.6217,  18.3900,   0.4438,   0.1429,
          0.9976,   0.3862,  -0.2753, -30.8536,  10.2646,   7.8518,  -4.3380,
          0.4595,   1.5777], dtype=torch.float64)","tensor([-2.2857, -0.0000,  0.1453,  0.0000,  3.6487, -0.0000, -0.0000,  0.0000,
        -0.0459, -0.0000, -0.0000,  0.6045,  0.0000,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-1.4274e+00,  1.4099e-01,  4.2562e-02, -5.0753e+00,  4.0765e+00,
         7.4538e+00,  8.0386e-03, -1.7427e-01, -2.8790e-02,  8.1626e-02,
         5.9073e+00, -2.3120e+00, -1.5545e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-3.4639,  0.0519,  0.0929, -0.0440,  7.9459,  0.0677, -0.0296,  0.0296,
        -0.0550,  0.0582, -0.1751,  1.2383, -0.1656,  0.0000,  0.0000,  0.0000])","tensor([ 3.9228,  0.0140,  0.0707,  9.5195,  4.4358,  8.0997,  0.1177,  0.1457,
         0.2639,  0.1690, 13.7211,  0.2116, 12.0755,  0.1054,  0.0156,  0.3131])"
"tensor([ -0.0000,  -5.1880,   0.0000,  25.3878,  16.7093, -46.4603,  -0.2691,
         -2.0303,   0.0000,   0.0000,  -0.0000,  -0.0000,  43.6936,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -3.1460,  -3.5983,  -0.2990,   8.4912,  25.2085, -14.5466,  -0.2251,
         -1.4269,  -0.6641,  -0.2212,  -4.0608,  -4.5013,  41.5658,  -8.8739,
         -6.0193,   0.8056], dtype=torch.float64)","tensor([ -0.0000,  -1.6934,   0.0000,   4.2628,   1.7679, -11.5977,  -0.9608,
         -0.6459,   0.0000,  -0.0000,   0.0000,  -0.0000,   8.4731,   0.0000,
          0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 2.4513, -0.5750, -0.0141,  3.0546,  3.9643, -4.2574, -0.1460, -0.1601,
         0.0477,  0.0391,  2.1671,  0.3627,  6.8445,  0.0000,  0.0000,  0.0000])","tensor([-3.7880e-02, -7.0461e-01,  1.5106e-02,  1.0519e+01,  4.6705e+00,
        -1.7666e+01, -9.5612e-02, -1.6370e-01, -2.2049e-02, -1.7517e-02,
        -8.8074e-02,  3.4660e-02,  2.1367e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([1.4093, 1.1406, 0.0814, 4.8864, 1.0009, 8.6666, 0.1671, 0.2925, 0.1909,
        0.1357, 1.1307, 0.5844, 4.4384, 0.3062, 0.1072, 0.3432])"
"tensor([-7.2301e+00, -4.1418e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
        -3.0408e+01, -3.4022e-01, -0.0000e+00,  3.2403e-02,  0.0000e+00,
        -0.0000e+00,  0.0000e+00,  5.4874e+01, -0.0000e+00, -0.0000e+00,
         0.0000e+00], dtype=torch.float64)","tensor([ -4.1551,  -1.2592,   0.1959,  -1.0180,   7.6839,  -5.3477,  -0.3955,
          0.1925,  -0.1610,  -1.3820,  15.7585,  -5.2020,  40.6511,  -0.5575,
        -13.3458,  -4.7522], dtype=torch.float64)","tensor([-0.9181, -1.8648, -0.0000,  0.0000,  0.0000, -5.6594, -0.8305, -0.0000,
         0.3481, -0.0000, -0.0000, -0.0000, 11.3647,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ -2.6113,  -0.8479,   0.0000, -12.1563,  -1.8506,  -9.4893,  -0.0499,
          0.0525,  -0.1669,  -0.0912,  11.3437,   2.2115,  13.2617,   0.0000,
          0.0000,   0.0000])","tensor([-1.9511e+00, -6.3990e-01, -2.7416e-02, -6.2515e-02,  1.0376e-03,
        -1.0816e+01, -7.2498e-02, -3.2730e-03, -8.3252e-02, -3.5858e-03,
        -1.0986e-02,  2.8608e-01,  2.2239e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 2.1555,  1.1817,  0.0992, 11.4263,  5.4036,  6.9910,  0.1621,  0.1698,
         0.1778,  0.2176, 14.1115,  0.5963, 10.7529,  0.3752,  2.4559,  0.5423])"
"tensor([ -0.0000,  -2.2813,  -0.0459,   0.0000,  22.1849, -27.2608,  -0.0000,
         -0.0000,   0.8140,   0.0000,  -0.0000,  11.6719,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -0.4043,  -0.3569,  -0.6691,  -0.7410,  23.7303, -10.3324,  -0.5621,
         -0.1236,   0.1460,  -0.0918, -26.3914,  -0.0656,  19.7328,  -1.1358,
          6.2845,  -0.8117], dtype=torch.float64)","tensor([-0.0000, -0.8710,  0.0737,  0.0000,  4.7846, -5.6606, -0.0000, -0.0000,
         0.3947, -0.0000, -0.0000,  3.6033,  0.0000,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 9.7050e-01, -2.7776e-01,  2.1003e-03, -4.2702e+00,  4.0255e+00,
        -6.1704e-01,  2.8214e-02,  1.4458e-02, -6.0040e-02, -3.5557e-02,
         9.0160e+00,  4.2027e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 7.0595e-02, -6.5720e-01, -1.2196e-01, -9.0714e-03,  5.6378e+00,
        -1.0260e+01, -3.6777e-02,  2.5898e-02,  4.4098e-02, -2.6154e-02,
         1.1372e-01,  1.1972e+00, -1.4630e-01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 2.2713,  0.7207,  0.1166,  4.9578,  4.8500,  8.0380,  0.1213,  0.1127,
         0.0598,  0.0271, 11.3094,  3.9073,  9.5866,  0.3729,  1.3654,  0.2280])"
"tensor([-0.0000, -4.3016,  0.0000,  0.0000, 23.5421, -0.0000,  0.0000, -0.0000,
         0.0000,  0.2409, -0.0000, -5.1996,  0.0000, -0.0000, -0.0000,  0.0000],
       dtype=torch.float64)","tensor([ -2.2881,  -1.1606,  -0.3629,   5.8717,  15.5500,  -2.8162,  -0.4215,
         -0.4566,  -0.1234,  -0.2253, -12.8470,  -1.5724,  20.4070,  -4.9168,
          5.4739,  -2.4710], dtype=torch.float64)","tensor([-0.0000, -1.7353,  0.0000,  0.0000,  4.3739, -0.0000, -0.0000,  0.0000,
         0.0000, -1.1742, -0.0000, -2.2049,  0.0000,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 1.6971e+00, -2.3420e-01, -1.2168e-01, -2.6137e+00,  6.7657e+00,
         2.1831e+00, -8.0376e-03,  2.7461e-01, -8.7983e-02, -2.7075e-01,
         2.0537e+00, -1.8408e+00, -1.1412e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-4.1740e-02, -8.5350e-01, -2.7859e-02, -1.9875e-03,  8.7002e+00,
         9.7893e-02, -2.7386e-02,  7.8201e-04, -1.8642e-02, -3.4256e-03,
        -1.9622e-01, -3.4227e-01,  3.8490e-03,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 2.1453,  1.3686,  0.4454,  9.9912,  4.0286,  7.8981,  0.1809,  0.0366,
         0.1431,  0.3199, 14.2130,  2.1281, 13.5839,  0.0851,  0.0341,  0.2400])"
"tensor([ -8.0195,  -0.0000,  -0.0000,  19.3863,  17.4255, -27.8713,   0.0000,
          0.0000,   0.8156,   0.0000,  -0.0000,   7.0930,   0.0000,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-2.0813,  0.4924, -1.2729, 12.6501, 13.1182, -6.9300, -0.8050, -0.4188,
        -0.7535, -0.6188, -4.6786,  0.9788,  9.8663, -4.1681, -0.9995, -0.6234],
       dtype=torch.float64)","tensor([-1.1333, -0.0000, -0.0000,  3.0157,  2.6836, -3.8983, -0.0000, -0.0000,
         0.3535, -0.0000, -0.0000,  2.1415,  0.0000, -0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-2.0130e+00,  1.1014e+00,  9.2627e-03,  2.4317e+00,  2.5379e+00,
        -1.2432e+01, -5.3053e-04,  1.7885e-01, -2.1403e-01, -3.8729e-02,
         3.6633e+00, -1.2370e+00, -1.4235e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-2.2315e+00,  1.1555e-01,  3.9841e-02,  5.8021e+00,  3.3872e+00,
        -9.5339e+00, -8.6632e-03,  3.5172e-02,  9.0485e-02,  4.7581e-02,
         1.1097e-01, -1.8835e+00,  3.3821e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([2.6348e+00, 4.4892e-01, 1.0028e-01, 4.2235e+00, 2.9008e+00, 6.2630e+00,
        6.9606e-02, 2.7185e-02, 6.6951e-03, 5.8690e-02, 7.7352e+00, 1.7009e+00,
        1.0540e+01, 4.1129e-01, 1.9071e+00, 5.9194e-02])"
"tensor([ -7.7355,  -0.0000,  -0.2258,   4.4393,  21.0894,  -0.6310,  -0.0000,
          0.0000,   0.7552,   0.0000, -30.4437,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -3.1566,   0.6008,  -0.4972,   7.7326,   8.3928,   0.9507,   0.8896,
          0.5387,   1.3349,  -0.1927, -38.5084,   6.5616,   8.1798,  -1.1163,
         -2.1940,   0.4239], dtype=torch.float64)","tensor([-0.6973, -0.0000, -0.0289, -0.3906,  4.5175,  2.7096, -0.0000, -0.0000,
         0.4422, -0.0000, -2.6618,  0.0000, -0.0000,  0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ -1.1225,   0.4967,   0.0591,   3.1699,   2.1566,  -3.8410,  -0.0199,
         -0.0622,   0.1667,  -0.1486, -16.1375,  -6.4026,   0.0000,   0.0000,
          0.0000,   0.0000])","tensor([-2.3047e+00,  4.6181e-02, -2.8099e-02,  5.7909e-01,  3.5489e+00,
         3.2860e-02, -4.9019e-03,  1.5484e-02, -3.1311e-02,  3.2196e-03,
        -2.2381e+01, -6.8729e-02,  6.2244e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([2.2382, 1.2013, 0.0125, 0.9861, 4.0951, 0.1833, 0.1396, 0.0689, 0.0614,
        0.0375, 3.0986, 1.2701, 1.5951, 0.9681, 0.1921, 0.1742])"
"tensor([-0.0000, -0.0000,  0.0000,  0.0000, 33.2715, -0.0000,  0.0000, -1.6488,
         0.0000,  0.0000, -0.0000, -0.0000,  7.6658, -0.0000, -0.0000,  0.0000],
       dtype=torch.float64)","tensor([ -1.0392,  -2.2761,   0.3015,   6.7990,  13.9658,  -0.3527,  -0.1741,
          0.2186,  -0.9537,   0.2500, -31.9146,  -2.2211,  30.3234,  -2.9194,
          0.0998,  -4.5036], dtype=torch.float64)","tensor([-0.0000, -0.0000,  0.0000,  0.0000,  5.5708, -0.0000, -0.0000, -0.2660,
         0.0000, -0.0000, -0.0000, -0.0000, -5.1187,  0.0000, -0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 1.0245e+00,  8.1388e-01, -2.1385e-04, -2.3396e-01,  4.1975e+00,
         5.5100e+00, -6.7790e-02, -9.5669e-02, -4.3161e-02, -2.0203e-02,
         3.9685e+00,  3.4203e-01,  7.3849e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-2.7435e-02,  9.6573e-02,  1.5106e-03, -1.4648e-01,  1.3348e+01,
         8.4221e-02,  1.6975e-02,  1.5554e-01,  1.3531e-01,  1.1539e-01,
         1.4194e-01,  3.0289e-01,  2.1278e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 2.9212,  0.4133,  0.5645, 16.5347,  6.0212,  5.6131,  0.1461,  0.0693,
         0.1409,  0.2783,  8.3147,  0.1133,  5.7674,  0.5077,  2.0417,  0.9739])"
"tensor([-10.2231,  -0.0000,   0.0000,   0.0000,  28.7164, -51.3978,  -0.2754,
         -0.0000,   0.0000,  -0.3020,  -0.0000,  -0.0000,  54.1979,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-4.2898e+00,  6.3317e-01, -3.3512e-02,  5.5694e+00,  1.9243e+01,
        -1.5285e+01, -2.4197e-01, -6.2294e-01, -4.3942e-01,  6.3868e-01,
        -1.0626e+01, -5.1643e+00,  3.8838e+01, -6.1219e+00,  4.5828e+00,
        -4.0088e-01], dtype=torch.float64)","tensor([ -1.0344,  -0.0000,   0.0000,   0.0000,   4.2300, -12.0730,  -0.9262,
          0.0000,   0.0000,  -0.8345,  -0.0000,   0.0000,  12.3542,   0.0000,
         -0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([-5.0104e-01,  2.9441e-01,  3.4729e-02, -2.2109e+00,  2.7516e+00,
         0.0000e+00, -4.2749e-02, -1.7951e-03,  1.0119e-01, -5.9825e-03,
         1.0111e+00,  1.7734e-01,  6.9177e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-2.3825e+00,  6.0257e-02, -2.1973e-03, -2.9358e-02,  7.8213e+00,
        -1.5348e+01, -5.4886e-02, -1.0406e-02, -1.9547e-02, -2.4727e-02,
         7.3853e-02,  3.8409e-01,  1.9150e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 2.7305,  0.0966,  0.0870, 11.6688,  4.5128, 10.0435,  0.2110,  0.0969,
         0.0251,  0.2150,  9.4939,  0.3714,  8.7353,  0.5339,  3.0773,  0.5649])"
"tensor([ -6.7496,  -0.0000,   0.0000,   0.0000,   0.0000, -32.7246,   0.0000,
         -0.0000,   0.0000,  -0.1157,  -0.0000,   0.0000,  52.7991,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-4.2794e+00,  1.0639e+00, -1.6959e-01,  1.0358e+00,  6.8954e+00,
        -1.8203e+01, -1.1519e-01,  1.3472e-02,  1.2245e-01, -4.3455e-01,
        -1.5099e+00, -8.1791e-01,  3.1863e+01, -4.5243e+00, -3.1307e+00,
        -1.7810e-01], dtype=torch.float64)","tensor([-0.1473, -0.0000,  0.0000,  0.0000,  0.0000, -6.4686, -0.0000,  0.0000,
         0.0000, -0.8961, -0.0000, -0.0000,  9.8780,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-1.3194e+00,  2.3872e-01,  5.4482e-02, -9.3263e+00, -7.1782e-01,
        -1.9460e+00,  6.6098e-02,  4.6556e-02, -5.7548e-03, -1.6298e-01,
         7.0878e+00,  3.4011e+00,  1.3128e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-1.5115e+00,  5.2773e-02, -3.0010e-02, -8.7265e-02, -7.6363e-02,
        -1.0791e+01, -1.2768e-02, -2.3613e-03, -2.0988e-02,  2.4258e-02,
        -1.2005e-01,  2.3193e-01,  2.1075e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([1.7570e+00, 2.5764e-01, 1.2458e-01, 1.4474e+01, 8.5500e+00, 7.2311e+00,
        1.7737e-01, 1.3028e-02, 1.6328e-01, 2.4608e-01, 1.8692e+01, 1.0477e+00,
        9.3932e+00, 3.1078e-01, 4.6728e+00, 8.8069e-01])"
"tensor([ -0.0000,  -0.0000,  -0.5897,   6.4630,   0.0000,  -0.0000,   0.2137,
          1.4639,   0.0000,   0.0000, -23.6318,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -4.6799,  -0.2913,  -1.0137,  12.7955,  -1.6422,  -1.4377,  -0.3967,
         -0.0454,  -0.3139,  -0.2966, -32.2388,   2.7826,  36.4914,  -2.4110,
         -1.9546,  -4.1064], dtype=torch.float64)","tensor([-0.0000, -0.0000,  0.0265,  0.5789,  0.0000,  0.0000, -0.5803, -0.3348,
         0.0000, -0.0000, -0.6392,  0.0000, -0.0000,  0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.7900,  0.2065,  0.1068,  2.5304, -1.1031,  0.3652,  0.1124, -0.0362,
        -0.0988, -0.0171, -7.0251, -4.6631,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 1.2142e-02,  4.8374e-02, -1.5720e-02,  8.5664e-01, -2.2385e-02,
         7.1373e-03,  1.6621e-02, -2.3597e-01, -1.7891e-02,  1.1288e-02,
        -3.1565e+01, -1.5224e-02,  8.5052e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([1.9295, 1.1027, 0.0467, 0.9279, 3.5709, 0.1314, 0.0108, 0.1189, 0.0142,
        0.0686, 0.9718, 0.1274, 0.6959, 0.2817, 0.4422, 0.1833])"
"tensor([ -7.3336,  -2.8851,  -0.4243,  27.5718,   0.0000, -17.7530,  -0.0569,
         -0.0000,   0.2962,   0.0000,  -0.0000,   4.9445,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -2.1602,  -0.4375,  -0.4655,  12.7199,   1.2754, -10.7433,  -0.1286,
         -0.4832,  -0.6214,   0.1394,  -6.3877,   4.2916,  10.6942,  -2.1771,
          1.2185,   0.0776], dtype=torch.float64)","tensor([-0.8876, -1.3536, -0.3669,  5.9397,  0.0000, -2.1977, -0.9264, -0.0000,
        -0.0131, -0.0000, -0.0000,  1.0220,  0.0000,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ -2.3562,  -0.6587,  -0.1477,   7.9036,  -2.0692,  -8.5965,  -0.0488,
          0.0000,  -0.1714,   0.1163,   0.0000,  -1.7682, -12.6555,   0.0000,
          0.0000,   0.0000])","tensor([-2.0805e+00, -6.3062e-01, -1.8272e-01,  7.6697e+00, -5.8083e-02,
        -7.0839e+00, -3.6633e-02,  7.1449e-03, -9.9495e-02,  5.5511e-02,
         1.6582e-01, -2.8903e+00,  1.5530e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 2.6001,  1.1043,  0.3143,  7.4995,  2.9912,  3.6964,  0.1107,  0.2322,
         0.1940,  0.1231, 10.6587,  0.3910, 11.6304,  0.3727,  2.6141,  0.6561])"
"tensor([ -5.1754,  -2.3564,  -0.0000,   8.0444,  20.1593,  -0.0000,  -0.0912,
          0.0000,   0.0000,   0.8548, -36.2307,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ -3.8115,  -0.3717,   0.2494,   0.4655,  12.0907,   0.2909,  -0.1640,
          0.0592,  -0.0565,  -0.0264, -22.8378,  -4.0615,   0.6922,   1.9689,
          2.3851,   0.4293], dtype=torch.float64)","tensor([-0.5157, -0.9714, -0.0000,  0.5340,  4.6576,  0.0000, -0.5539, -0.0000,
         0.0000, -0.1354, -2.2002,  0.0000, -0.0000, -0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-2.1325e+00, -4.5126e-02, -1.1691e-02,  0.0000e+00,  3.9395e+00,
         4.2091e+00, -4.5142e-02,  6.3910e-02,  0.0000e+00,  4.1148e-02,
        -1.4443e+01,  0.0000e+00, -1.0432e+01,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([-2.3755e+00, -1.2862e+00,  2.4361e-02,  6.0832e-01,  3.4971e+00,
         6.0730e-03, -3.6644e-02,  2.3209e-02, -1.4645e-02, -2.4147e-02,
        -3.0439e+01, -4.8409e-02,  3.6003e-02,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([2.3127, 1.1666, 0.1680, 0.7486, 4.0599, 0.0063, 0.0073, 0.0835, 0.0873,
        0.0893, 1.4575, 0.6984, 1.0631, 0.7370, 0.4804, 0.0796])"
"tensor([-9.9251, -0.0000,  0.4025, 13.4535, 19.3856, -0.0000, -0.1595, -0.9374,
         0.0000,  0.0000, -0.0000, -4.2328,  0.0000, -0.0000, -0.0000,  0.0000],
       dtype=torch.float64)","tensor([-8.1279, -0.1932,  0.2216,  5.5831, 16.9815,  0.6872, -0.1948, -0.1164,
        -0.4069,  0.0420,  4.8294,  1.0162, -5.2153, -6.5519, -1.9383, -1.6887],
       dtype=torch.float64)","tensor([-1.9779, -0.0000,  0.1189,  0.8167,  3.6145, -0.0000, -1.0224, -0.3030,
         0.0000, -0.0000, -0.0000, -1.1618,  0.0000, -0.0000, -0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-1.0996,  1.1093, -0.0221,  6.2756,  7.1921,  2.0477, -0.0634, -0.1920,
         0.0000,  0.0423,  1.8155, -0.9312, -2.7842,  0.0000,  0.0000,  0.0000])","tensor([-3.3205,  0.1693,  0.0864,  6.1431,  6.1698,  0.1265, -0.0612,  0.0209,
        -0.0913, -0.0622,  0.1155,  0.3988,  0.1227,  0.0000,  0.0000,  0.0000])","tensor([ 3.3381,  0.4386,  0.0745,  2.2505,  3.8004,  6.8551,  0.2423,  0.1333,
         0.0409,  0.0375, 12.3738,  2.2399, 21.1802,  0.3412,  1.6988,  0.3918])"
