IG,IG_NT,DL,GS,FA,SA
"tensor([-4.8126e-01,  0.0000e+00, -9.9131e+00, -3.8804e-01,  3.4896e-03,
        -2.8710e-01, -1.9637e-01, -6.1261e-01,  2.0090e+00, -0.0000e+00,
        -8.4358e-01,  2.5166e-02,  1.0211e-01,  1.3066e+00,  2.9858e-02,
         1.1382e-01,  4.4011e+00, -3.9315e-02,  9.6864e+00, -4.0580e-01,
        -1.1179e-01,  2.3439e+00,  3.8094e-01,  7.5894e-01,  4.8296e-01,
         6.8837e-01,  4.7760e-01, -4.0684e-01, -7.2928e-02, -1.1568e+01,
        -1.9217e+00,  2.1038e+00, -2.3322e-01, -7.5794e-01,  3.2986e-01,
         0.0000e+00,  0.0000e+00, -0.0000e+00,  0.0000e+00, -0.0000e+00],
       dtype=torch.float64)","tensor([-12.5750,  -1.2919, -19.1593,   1.1202,   2.7955,   4.6651,  -1.0383,
          1.8761,   2.1452,  -1.5642,   0.0887,   0.2331,  -1.6905,  -0.3094,
          0.2649,   6.3507,   0.3307,   2.0003,  -0.6798,  -9.8910,   3.1804,
         19.9295,  -2.3248,   3.0973,  -2.6851,  -1.5951,   0.9557,  -1.9428,
          0.2726,   6.3472,  -1.6942,   6.2322,   0.1006,   1.9099,  -0.5560,
         -0.4565,  -1.3578,   2.2710,  -1.3839,   3.7675], dtype=torch.float64)","tensor([  0.2974,  -0.0000,   0.6738, -11.1098,   0.7232,   0.1162,   0.0975,
          0.1087,  -0.5302,  -0.0000,  -0.1637,   0.7461,  -0.2479,   1.3989,
          0.1634,  -4.5130,   9.3541,  -0.2392,  30.3150,  -0.8845,  -0.6995,
         -5.7683,   1.2257,   2.8893,  -0.8454,   6.2842,   3.9739,  -3.3425,
         -0.2068, -19.1238,  -6.7154,   0.7904,  -0.5212,  -2.6865,   0.8589,
         -0.0000,  -0.0000,  -0.0000,  -0.0000,  -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 2.5062e-01,  6.5919e-02, -7.5782e+00, -2.8712e-01,  0.0000e+00,
         2.6759e-01,  2.6554e-01,  7.2176e-02,  1.1036e+00,  1.5831e-02,
         3.0498e-01,  3.0516e-01, -2.5310e-02,  3.4799e-01, -7.8070e-02,
         1.7696e-01, -1.1231e-01, -1.0168e+00, -1.1266e+00,  4.3042e-02,
        -1.0252e-01, -1.8597e-01,  8.2790e-03, -1.1279e-03,  6.9056e-02,
         2.6699e-01, -3.6898e-01,  1.0459e-01,  1.8173e-02,  1.7675e-01,
         2.4823e+00,  4.3777e-01, -7.3556e-02, -5.2337e-01, -8.6845e-02,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([-0.0174,  0.0067, -1.0436, -0.1396, -0.0150, -0.0129, -0.0200, -0.0173,
        -0.1059,  0.0098,  0.0073, -0.0139,  0.0013, -0.0468, -0.0067, -0.0130,
        -0.0403,  0.0041, -0.1286, -0.0433, -0.0208, -0.0650, -0.0533,  0.0467,
        -0.0804,  0.0407, -0.0491, -0.0180,  0.0155, -0.6476, -0.8075, -0.0451,
        -0.0234,  0.0379, -0.0230,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([0.2234, 0.2915, 3.0001, 0.5521, 0.1634, 0.2190, 0.1504, 0.1858, 0.4406,
        0.0179, 0.4336, 0.2531, 0.0658, 0.0684, 0.1297, 0.3586, 0.3129, 0.0600,
        4.6923, 0.4359, 0.4727, 1.7174, 0.4359, 0.1554, 0.2514, 1.5964, 0.2298,
        0.5145, 0.7378, 6.9818, 2.5123, 0.0705, 0.1516, 0.4345, 0.3121, 0.5915,
        0.2749, 1.4569, 0.4525, 0.0964])"
"tensor([ 2.9644, -0.0000,  0.0000, -0.0000, -0.0000, -0.0000, -0.0000,  0.0000,
         0.9434, -0.0000, -0.0000, -0.0000,  1.9464, -0.4392, -0.0858,  0.1060,
        -1.7396,  0.1783, -1.7139, -0.0578,  3.1714, -8.2858,  0.3504,  1.6064,
         0.4817,  0.3151, -0.9210,  0.8412, -1.0330, -3.5217,  1.9260,  2.1969,
        -0.2926, -0.0867, -0.4860, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000],
       dtype=torch.float64)","tensor([ 6.4228e-01, -1.0499e-01, -5.1205e+00, -5.4266e-02,  6.9287e-01,
         3.0310e-01,  1.3006e+00,  1.3868e+00, -2.3918e+00,  1.3635e-01,
        -7.3626e-02, -1.3477e-01, -1.0088e+00,  5.9768e-02,  4.6074e-04,
         8.9554e-01, -4.2123e-01,  3.6842e-01,  2.7321e-01, -3.5311e-01,
        -7.0674e-01, -2.7185e-01, -8.8349e-01, -2.7178e-01,  4.7206e-01,
        -6.6639e-01,  2.9405e+00, -3.9042e-01, -6.6714e-01,  3.7597e+00,
         2.8358e+00,  1.2224e+00, -8.6405e-01, -1.7368e+00,  2.9360e-01,
        -4.1411e+00, -7.2698e-01,  3.2330e+00,  5.6567e-01,  1.1192e+00],
       dtype=torch.float64)","tensor([ 1.5106e+00, -0.0000e+00,  0.0000e+00, -0.0000e+00, -0.0000e+00,
        -0.0000e+00, -0.0000e+00, -0.0000e+00,  3.6174e+00, -0.0000e+00,
        -0.0000e+00, -0.0000e+00, -4.0802e+00, -5.0450e-01,  7.1861e-02,
        -8.6423e-01,  3.5735e-01, -1.1613e-01, -1.2543e-01,  3.4920e-01,
         2.8910e+00, -6.6083e+00,  5.6281e-02,  2.2108e+00, -6.7890e-03,
        -2.2701e-01, -8.5309e-01, -2.1459e-01, -5.7178e-01,  1.0289e+01,
        -2.6427e+00, -4.2996e-01,  1.3758e-01, -9.8114e-01, -3.8483e-01,
         0.0000e+00, -0.0000e+00,  0.0000e+00,  0.0000e+00, -0.0000e+00],
       grad_fn=<UnbindBackward0>)","tensor([-3.9625e-02, -1.7798e-02,  2.6954e-01,  6.7899e-02,  2.1999e-02,
         4.9966e-02,  1.8304e-01,  3.6950e-02,  6.0155e-01, -9.5279e-03,
        -1.1902e-02, -2.8748e-02, -2.9479e-01,  9.6585e-01, -3.5243e-01,
         1.9625e-02, -1.8880e-02, -2.1772e-01, -1.7248e-01,  1.1939e-01,
        -1.1373e-01,  3.7753e-02,  7.8561e-02, -9.0200e-02, -1.2976e-03,
        -2.0924e-03, -2.0303e-02, -4.3129e-02,  4.1841e-03, -1.7385e-01,
        -2.6289e+00, -1.0871e-01,  1.0529e-02,  2.0883e-02, -3.3511e-02,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([ 3.6335e-02,  2.4023e-02,  4.6704e-01, -5.9276e-02, -2.5386e-04,
         1.6646e-02, -5.2857e-03,  1.7816e-02, -8.7493e-02,  6.5444e-03,
         2.5750e-02,  1.3275e-02, -1.8430e-04, -1.0997e-02,  1.6402e-02,
        -6.0063e-02, -5.8563e-03, -7.1026e-03, -1.3186e-01, -2.1730e-02,
         1.6701e-02, -2.4944e-01,  3.3674e-02, -4.6237e-02, -8.1542e-02,
         1.0431e-01, -4.9749e-02, -1.4540e-01,  7.0117e-03, -4.5845e+00,
        -1.2876e+00, -3.7425e-02,  6.6678e-03,  3.0953e-03,  1.9620e-02,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([0.0465, 2.0279, 7.0514, 1.1927, 0.2777, 0.0200, 0.5345, 0.0182, 1.0475,
        2.0198, 1.8681, 0.0513, 0.3214, 1.3847, 1.7018, 0.6250, 1.0222, 0.3621,
        4.5448, 0.1672, 1.2244, 1.8493, 2.0655, 0.8511, 0.5996, 0.5014, 0.9142,
        0.7400, 1.8992, 8.5191, 6.9441, 0.9292, 0.1821, 1.4821, 0.3315, 0.4083,
        1.1166, 5.5804, 0.9757, 0.3364])"
"tensor([ 0.0000, -0.0000, -0.0000,  0.0000,  0.0000, -0.0000,  0.0000, -0.8049,
        -0.0000, -0.0000,  0.0000, -0.1983,  0.1890, -0.2971,  0.8098,  0.9743,
         2.7628, -0.5584, -1.3557, -0.0455, -1.3645, -0.8239, -1.0613, -0.6262,
         0.1034, -2.9327,  1.7317, -0.2630,  0.6590,  0.4256,  7.0441, -0.9163,
        -0.0855,  1.1735, -0.1015, -0.0000,  0.0000, -0.0000, -0.0000,  0.0000],
       dtype=torch.float64)","tensor([ 0.0168, -0.2432, -2.1430,  0.3577, -0.1325,  0.2340, -0.1063, -0.1878,
        -0.1731,  0.3309,  0.1153,  0.1064, -1.5757, -0.1481, -0.2977,  0.3806,
         0.1348, -0.0152,  1.9110, -1.0125, -0.7446,  1.0506,  0.3603,  0.1983,
         0.3139, -0.6071, -0.7230,  0.6019,  0.0206,  1.6147,  0.2832, -0.4168,
         0.1084, -0.1212,  0.0382, -0.0450,  0.5917,  1.4008,  0.6507,  0.0884],
       dtype=torch.float64)","tensor([ -0.0000,  -0.0000,   0.0000,   0.0000,  -0.0000,  -0.0000,  -0.0000,
          1.0265,  -0.0000,   0.0000,  -0.0000,   0.9253,   0.5050,   1.7001,
          0.6640,   0.3025,   2.5887,   0.5565,  -0.4807,   0.2313,  -0.0557,
          1.3826,   0.1451,   1.5056,   0.1255,  -0.5900,   1.7729,  -0.1910,
          0.0612, -20.5112,   4.2951,  -0.5070,  -0.0431,   0.7623,  -0.0447,
         -0.0000,  -0.0000,  -0.0000,  -0.0000,  -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-1.5321e-02,  0.0000e+00,  3.0245e+00, -2.2162e-01, -1.9619e-01,
         6.7713e-02,  5.6797e-02,  4.6088e-03,  1.3277e-01, -4.6083e-02,
        -5.4320e-02,  1.3879e-01,  6.9281e-03,  3.1268e-01,  2.8382e-01,
         1.4722e-01,  1.2009e-01, -5.7627e-02,  1.1434e+00, -3.5333e-02,
         8.7888e-03,  1.2756e-01,  8.9364e-02,  7.9544e-02,  6.5024e-02,
        -1.9302e-02, -2.0947e-01,  2.0467e-01, -1.2640e-02, -4.3956e-01,
         4.7699e-01,  7.5758e-02, -2.3856e-01, -3.4511e-03, -2.3509e-03,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([-3.6577e-02, -9.8899e-02,  3.9680e+00, -9.7715e-01, -1.2761e-01,
         4.6132e-02,  1.6842e-02,  7.7264e-01,  5.2002e-01, -5.7697e-02,
         1.1346e-01, -5.6069e-01,  6.3301e-01,  7.3439e-02,  2.3711e-01,
         1.4391e-03, -3.1918e-01, -1.0620e+00,  4.8585e+00, -2.3830e-01,
        -3.1794e-01, -1.7496e-01, -7.6791e-01, -2.4910e-02, -8.9801e-01,
        -6.2643e-01,  9.0773e-01, -1.3445e-01, -1.8192e-01, -3.6948e+00,
         1.4024e+00, -4.8862e-02,  4.6369e-01,  1.5303e-01, -5.5514e-01,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([3.5158e-01, 4.2724e-01, 3.5940e+00, 6.2028e+00, 4.2727e-02, 5.5252e-01,
        3.2876e-01, 1.3997e+00, 2.6009e+00, 3.5372e-01, 2.9506e-01, 1.6088e-01,
        2.8034e-01, 1.5400e+00, 6.6646e-01, 5.5359e-01, 2.4462e+00, 6.4387e-01,
        2.6358e+01, 1.9985e-01, 1.9702e+00, 1.4790e+00, 8.2777e-01, 7.9290e-01,
        1.5207e+00, 1.7622e-01, 3.1281e+00, 1.1801e+00, 3.8368e-01, 3.6982e+01,
        4.9058e+01, 1.0114e+00, 3.0419e-01, 1.4989e+00, 5.6377e-01, 7.9298e-01,
        5.4988e-01, 9.5658e+00, 3.0492e+00, 1.2864e-01])"
"tensor([ -0.0000,   0.0000,  -0.0000,  34.7894,   0.0000,   0.0000,  -0.9565,
         -0.0000,  -0.0000,  -0.0000,   0.0000,  -0.0000,   0.2815,  -3.5439,
          0.0692,  20.0249,  12.8997,  -1.2334,  -2.5533,  -0.6948,  -7.5813,
         24.2168,  -2.8616,  -0.4800,   0.1264,  -8.1285,   2.0820,  20.8880,
         16.2511, -52.3686,   6.3773,   1.0227,   1.1452,   0.4525,  -1.8219,
          0.0000,   0.0000,  -0.0000,  -0.0000,  -0.0000], dtype=torch.float64)","tensor([ 8.9755e-02, -5.1840e-01, -3.5519e+00,  2.9252e-01,  1.7105e-01,
         1.1808e-01,  2.3513e-01, -8.6646e-01,  6.9412e-01, -1.1226e-01,
         8.9809e-02,  1.5548e-01,  8.9772e-01,  8.2599e-01,  1.8181e-01,
        -6.7063e-01, -4.8714e-01, -2.5859e-01,  3.0301e-01, -1.4097e-01,
        -5.8181e-01,  1.7501e+00, -8.6978e-01, -1.3291e-01,  3.6613e-01,
         4.9388e-03, -6.8414e-01, -1.2690e-01, -2.2428e+00, -2.9808e-01,
         5.0414e+00, -1.3933e+00, -1.3913e-01,  1.0796e+00, -1.7843e+00,
         1.3468e-01,  2.1758e-01,  3.5797e+00,  3.7749e-01,  1.7928e-01],
       dtype=torch.float64)","tensor([ 0.0000, -0.0000, -0.0000,  7.6832,  0.0000, -0.0000, -0.9934,  0.0000,
         0.0000,  0.0000,  0.0000,  0.0000, -0.1822,  1.0987,  0.1735,  0.2848,
         1.5156,  0.2788,  0.3217,  0.1943, -0.1754, -1.4388,  0.0620,  0.5526,
        -0.0355, -2.0724, -0.5759, -1.6503, -1.1937,  0.3492, -1.8819,  0.5202,
         0.1217, -2.1536, -0.1333,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 4.4320e-03, -2.4326e-02,  3.5163e-01,  3.8576e+00, -5.3412e-01,
         3.8214e-02, -3.4615e-02,  1.1109e-02, -2.1162e-01, -1.2767e-01,
         0.0000e+00,  0.0000e+00, -1.2059e-02, -3.6157e-05,  5.9641e-02,
         1.8560e-02,  1.0329e-02,  1.0250e-04,  7.3202e-02,  8.3866e-03,
        -2.4992e-02, -1.1853e-02,  5.9914e-03,  3.6663e-02, -2.9884e-02,
         2.2942e-02, -1.4184e-01,  1.9406e-02,  9.5051e-01,  2.1943e-02,
        -2.3052e-01,  2.8313e-03, -1.7156e-01,  1.3485e-02, -1.2992e-02,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([ 5.3970e-02,  6.7463e-03,  4.7183e+00,  2.1235e+01, -1.4458e-02,
         6.4974e-02,  2.0413e-01, -4.6307e-02,  9.8375e-01, -3.3264e-03,
         3.9137e-02, -3.9768e-02,  5.1300e-02, -1.0640e-01,  8.6651e-02,
         1.9307e-01, -2.7420e-01, -4.3217e-02,  2.1623e+01,  9.8896e-03,
        -9.8972e-03, -6.7756e-01,  2.2282e-01, -8.4610e-02,  1.6956e-03,
         1.6372e+00, -5.2357e-02, -5.3572e-01, -1.4255e-01, -4.5329e+01,
         1.6682e+00,  6.8126e-01,  2.1708e-01,  1.9893e-01, -2.5612e-01,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([0.2500, 0.4037, 0.9214, 2.2388, 0.5074, 0.4218, 0.2647, 0.4973, 1.2828,
        0.3048, 0.4376, 0.2793, 0.1906, 0.2210, 0.7724, 0.1380, 0.4364, 0.3012,
        3.8409, 0.0822, 0.2518, 0.3147, 0.6267, 0.4002, 0.1570, 0.2859, 0.2478,
        0.2756, 0.9486, 0.8700, 6.5653, 0.3124, 0.1581, 0.1058, 0.3193, 1.3992,
        0.4454, 2.2982, 1.6645, 0.5115])"
"tensor([-0.1591, -0.0000, -0.0000, -1.0907, -0.5095,  0.1205,  0.0576, -0.3601,
        -0.0000, -0.0000,  0.0000, -0.1832,  1.5310, -4.5507, -0.3580,  4.3361,
         1.1142,  0.1994, -2.6708, -0.0670,  1.6990,  1.6006, -2.1288, -0.8630,
         0.3327,  0.9944, -0.9537,  1.1802,  0.1802, -0.2075,  1.2485,  0.2502,
        -0.6460, -0.2035, -0.7238,  0.0000,  0.0000, -0.0000, -0.0000, -0.0000],
       dtype=torch.float64)","tensor([ -0.1502,  -0.0636,  -0.3247,  15.7416,  -0.9824, -12.9532,   0.4185,
          8.4931,  11.3621,   1.2061,   0.9856,  -5.7448,   5.8869,  -0.6806,
         -0.5925,  -1.2262,  -5.9421,  -2.2417,  26.2112,   1.0051, -10.0091,
          0.2856,  -4.7187,  -3.5688,  -2.7507,   0.4217,  -0.6362,   7.8901,
          1.7347, -11.7437, -18.0148,  -0.0458,  -3.9329,   0.2120,   1.6521,
         -1.2899, -10.8709,   0.0727,   0.2201,  -3.1128], dtype=torch.float64)","tensor([ 0.7574, -0.0000,  0.0000,  0.6405,  0.2006,  0.3201,  0.6605,  0.5281,
        -0.0000,  0.0000, -0.0000,  0.6957,  2.5872, -2.8416, -0.1878,  3.4143,
        -1.0125,  0.4558, -1.0469, -0.1798,  0.7957,  1.4804, -2.7682,  1.3680,
         0.0717,  0.1539, -2.6184,  0.0883,  0.0451, -0.8973, -4.0293,  0.4953,
        -0.6163, -0.5788,  0.9617, -0.0000,  0.0000, -0.0000, -0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 2.2948e-01,  2.4932e-01, -8.5315e+00, -5.0829e-01,  1.4288e-01,
         2.2007e-01,  9.7860e-02,  1.0611e-01,  1.7783e-01,  4.8942e-02,
         6.3945e-02,  1.9744e-01,  5.6672e-01, -1.6076e+00, -8.5463e-02,
         6.2819e-01, -3.8803e-03, -2.8813e-01, -5.0957e-01,  1.2277e-01,
        -1.8874e-01, -2.6304e-01,  5.8759e-01,  6.9271e-02,  1.5492e-01,
        -3.1841e-02, -2.9864e-02, -1.2860e-01, -5.1534e-02,  2.0906e+00,
        -5.8225e+00,  6.5544e-02,  8.2680e-04,  1.1989e-02,  1.0220e-01,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([ 3.4032e-03, -9.4671e-03, -4.1958e+00, -9.0004e-01, -4.5907e-02,
        -2.1312e-01, -3.0326e-02, -2.8338e-01,  2.5210e-01,  6.6781e-03,
        -2.3799e-02,  2.8835e-02, -1.8742e-01, -5.1160e+00, -5.0318e-01,
         3.9805e-01, -1.0711e+00,  1.0165e-01, -8.0830e-01, -3.5629e-01,
         4.9988e-01, -8.0429e-01,  1.9001e-01,  1.7286e-01, -2.2688e-01,
         5.5954e-02, -1.6294e+00, -2.9544e-01, -4.8137e-03, -8.4759e-01,
        -7.6801e-01,  2.5285e-01, -4.8632e-01, -1.5966e-01,  2.3430e-01,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([2.6810e-01, 4.3741e-01, 3.6626e+00, 4.5052e-01, 3.0516e-01, 1.7210e-01,
        2.0451e-01, 6.8011e-03, 1.3551e+00, 3.9107e-02, 8.9078e-02, 2.9112e-01,
        2.3745e-01, 7.5964e-01, 6.7097e-03, 1.0468e+00, 4.0316e-01, 9.0197e-01,
        9.0906e-01, 4.7617e-01, 3.6123e-01, 1.0336e+00, 8.6932e-02, 8.4260e-01,
        2.6881e-02, 1.3345e-01, 3.2053e+00, 9.9721e-02, 5.5480e-01, 3.7415e+00,
        6.5693e-02, 4.4037e-01, 1.2492e-01, 3.4978e-01, 5.2561e-01, 1.7528e-02,
        6.1387e-02, 4.7171e-01, 3.6687e-02, 1.1189e-03])"
"tensor([ 0.0000, -1.3570, -5.5946, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000,
         0.0000,  0.0000,  0.1896,  0.0000, -0.2288,  0.4739, -0.0999,  0.2663,
        -0.1512, -0.0419,  0.4755, -0.1416,  0.4083,  0.2783,  0.0733,  0.2840,
         0.3162,  0.4234,  0.0402, -0.1475, -0.0312, -0.2577,  0.6261,  0.2506,
        -0.0912,  0.0617,  0.0753, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000],
       dtype=torch.float64)","tensor([ 4.3102e-02,  9.5503e-01, -6.9506e+00, -1.6007e+00,  4.8568e-02,
        -9.0961e-01, -2.6318e-01, -3.1674e-01, -1.9073e+00,  2.8878e-01,
         2.7302e+00,  7.7336e-01,  2.7927e-01,  2.6359e+00,  5.1525e+00,
        -3.8610e+00, -8.1231e+00,  1.3671e-01, -1.9897e-01, -1.7611e-01,
        -9.6405e-01, -1.2390e+01, -9.6065e-03,  2.1662e+00,  1.4717e+00,
        -1.9030e+00,  8.6387e+00, -4.1849e+00, -5.4020e-01, -8.2378e+00,
        -1.0695e+00,  6.7242e-01,  9.9890e-01, -3.4907e+00,  4.6710e-01,
         1.1987e+01, -1.9903e+00,  1.7961e+00,  1.4972e+01, -4.1459e-01],
       dtype=torch.float64)","tensor([ 0.0000, -2.8989, -1.6504, -0.0000,  0.0000,  0.0000, -0.0000,  0.0000,
         0.0000,  0.0000, -0.0418,  0.0000, -0.4913,  1.0262, -0.2696,  0.2796,
         0.8189, -0.0349,  0.1417, -0.0036, -0.2216,  0.0666,  0.1512,  0.4362,
         0.0879,  1.5666, -0.1256,  0.1040, -0.1213, -2.1987,  0.2168,  0.0233,
        -0.3907,  0.1980,  0.1944, -0.0000, -0.0000,  0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-0.0090, -0.0464, -1.3141, -0.0068,  0.1802, -0.0177,  0.0093, -0.0290,
        -0.0976, -0.0659,  0.1569,  0.0122,  0.0089, -0.0190,  0.0167, -0.0020,
        -0.0512,  0.0075, -0.0450,  0.0500,  0.0126, -0.0266,  0.0472, -0.0570,
        -0.0288,  0.0071,  0.0221, -0.0028,  0.0258,  0.0324, -0.6735,  0.0091,
         0.0497,  0.0637,  0.0203,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-3.3183e-03,  3.0857e-04,  1.7158e-01, -1.1736e-01, -1.4782e-04,
        -2.0455e-03,  1.3586e-03,  4.9865e-04, -5.8251e-02,  4.5474e-03,
         3.1436e-03,  2.4952e-03,  3.3738e-02, -9.9022e-03, -1.2229e-03,
        -1.3663e-02,  2.0210e-02, -1.6145e-03, -1.4887e-01, -2.5975e-02,
        -3.1838e-02, -3.7395e-02, -2.2046e-02,  3.1775e-02, -5.7991e-02,
         9.8282e-02, -3.1571e-02,  3.1067e-02,  1.0799e-02, -5.1568e-01,
        -8.6420e-01, -3.6521e-02, -1.1207e-02,  1.7606e-02, -6.2792e-03,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([0.0947, 0.0748, 0.2799, 0.1372, 0.2054, 0.1549, 0.3131, 0.1623, 0.0504,
        0.1648, 0.2159, 0.0644, 0.0154, 0.1078, 0.1029, 0.1064, 0.1360, 0.0664,
        0.3675, 0.0899, 0.0465, 0.0781, 0.1248, 0.0472, 0.0319, 0.0771, 0.0180,
        0.1367, 0.0293, 0.4289, 1.7795, 0.0409, 0.0252, 0.0141, 0.0863, 0.0035,
        0.0226, 0.6365, 0.0755, 0.0193])"
"tensor([ 1.5508e-01, -0.0000e+00, -8.6514e+00,  1.5382e-01, -8.7548e-02,
        -3.0487e-01,  4.1671e-01,  3.9032e-01,  8.3984e-01, -0.0000e+00,
        -1.7007e-01,  7.0406e-02,  7.3986e-01, -7.2370e-03, -1.5958e-01,
        -3.2799e-01, -1.4756e+00, -4.0022e-01,  7.8335e-01, -3.1201e-01,
         1.4559e+00, -8.3228e-01, -5.7849e-01, -4.9753e-01,  2.7097e-03,
        -1.4949e+00, -7.5569e-02,  3.5216e-01,  1.0297e+00,  3.1412e+00,
         6.0162e+00,  6.9583e-02, -9.6885e-02, -1.9721e-01, -5.3976e-01,
        -0.0000e+00, -0.0000e+00, -0.0000e+00, -0.0000e+00, -0.0000e+00],
       dtype=torch.float64)","tensor([-0.5943, -0.0230, -0.6242,  0.0839,  0.2736,  0.0857,  0.1301, -0.1012,
        -0.3311,  0.1451, -0.2973, -0.1938, -0.7929,  0.1875,  0.1234,  0.3454,
         0.3046,  0.6265,  0.3815, -0.1664,  0.2481, -0.6851,  1.1363,  0.3320,
        -0.3503, -0.2009, -0.6102,  0.1817, -0.3021,  1.4574,  2.4127, -1.4224,
        -0.2094,  0.5391, -0.2898, -0.2213, -0.1656,  0.6017,  0.1040,  0.1016],
       dtype=torch.float64)","tensor([-0.3352,  0.0000, -4.2398, -0.1297, -0.8311, -0.6587, -0.3952, -0.5164,
         0.5734,  0.0000, -0.6100, -0.3426,  0.6680,  0.2282,  0.1398,  0.4160,
         0.2307, -1.4856, 12.1968,  0.0866,  0.1971, -0.1962, -0.2647, -0.2366,
         0.0896, -2.8808,  1.3215,  0.0411,  1.6423,  2.9704, -8.7820,  1.8066,
         0.0888,  0.1177, -0.1742,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([-1.0117e-02,  6.3962e-02,  4.7880e-01,  9.1343e-02, -8.8700e-04,
         1.5682e-03, -4.1066e-02, -3.4753e-02,  4.5709e-01,  1.1215e-01,
         6.0025e-02,  7.0651e-03, -3.2409e-02,  4.7282e-02,  1.1145e-02,
         5.0669e-03, -4.4178e-02, -9.5087e-01,  8.7577e-01, -6.8323e-02,
         5.7748e-02,  3.2402e-02,  1.0139e-01, -1.3135e-01, -9.9685e-03,
         3.6575e-02, -2.2235e-01,  2.5792e-02, -3.5021e-01, -9.8141e-02,
        -1.0384e+00, -1.0270e-01, -5.7872e-02, -2.5533e-01,  7.8588e-02,
         0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00])","tensor([ 0.0332,  0.0186,  0.0436, -0.1977, -0.0678, -0.0160,  0.0064, -0.0129,
        -0.1497,  0.0329,  0.0179, -0.0186,  0.0989,  0.0249, -0.0503,  0.2570,
        -0.0497, -0.1819,  0.6341, -0.0809,  0.3358, -0.3597, -0.1478, -0.0395,
        -0.1334,  0.0761,  0.1465,  0.3269,  0.5698, -0.9773,  0.3089, -0.0598,
         0.0050,  0.0778, -0.0730,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([1.7935e-01, 1.9229e-01, 3.4452e+00, 3.5326e-01, 3.6743e-02, 3.4252e-03,
        1.4330e-01, 1.0756e-01, 5.6806e-01, 2.0193e-01, 1.0841e-01, 7.2774e-02,
        2.6667e-01, 5.8119e-01, 2.4774e-01, 1.0651e-01, 9.2962e-01, 3.2205e-01,
        1.4531e+00, 6.7709e-01, 8.6129e-01, 7.4170e-01, 8.1435e-01, 6.6206e-01,
        1.1909e-02, 3.8043e-01, 1.4724e-01, 3.8536e-01, 2.9476e-01, 3.7650e-02,
        1.1871e+01, 1.5456e-01, 1.4869e-01, 7.0089e-01, 5.6984e-01, 4.9374e-01,
        7.0899e-01, 3.6821e+00, 5.8401e-01, 4.8080e-01])"
