IG,IG_NT,DL,GS,FA,SA
"tensor([ -79.5634,    0.0000,   -0.0000,  -19.4523,   -0.0000,  -19.7624,
          -0.0000, -108.2125,  254.3129,  -10.4583,    0.6831,    0.0000,
           0.0000,   -0.0000,   -0.0000,   -0.0000], dtype=torch.float64)","tensor([ 7.5093, -3.3953, -0.2087, -9.7316,  0.0572, -5.4975, -2.0251,  3.0577,
        36.2085, -1.6407, -7.8542, -1.0419, -4.7559, -2.0595, -0.4654, -1.6059],
       dtype=torch.float64)","tensor([ -6.5813,   0.0000,   0.0000,  -1.6540,  -0.0000,  -3.0034,  -0.0000,
        -11.3241,  23.0919,   0.0414,  -1.1031,  -0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.1841, -0.2697, -0.6924,  0.0000, -1.4602,  0.0068,  0.0000,
         2.2252,  0.1352, -0.2106,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-7.3929,  0.1119,  0.0331, -0.3168, -0.0398, -1.9413,  0.1337, -8.0042,
         6.8464, -5.6469, -1.0649,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 8.6338,  0.5616,  1.1721,  1.2926,  0.6277,  2.7826,  0.4053, 13.7277,
        26.4977,  0.9125,  0.2749,  1.7655,  2.5998,  0.5864,  1.0241,  2.1014])"
"tensor([-72.1432, -14.4315,  -0.0000,  -0.0000, -14.5555,   0.0000,  -0.0000,
        -84.5747, 205.6930,  -6.2950,  -8.9495,  -0.0000,   0.0000,   0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([ -3.1752,  -1.9637,  -0.2300,  -2.6099,  -2.6068,   0.1120,  -1.7481,
         -0.5604,  33.3790, -11.7859,  -0.1439,   0.1229,  -2.8615,   1.6209,
         -0.2875,  -1.2680], dtype=torch.float64)","tensor([ -9.5426,  -1.3661,  -0.0000,   0.0000,  -1.2856,  -0.0000,  -0.0000,
        -17.1988,  34.0612,  -1.5148,  -2.7853,  -0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.8275, -0.3186,  0.3186, -1.6743,  0.7551,  0.0168,  0.0000,
         2.5222, -0.0761, -0.8700,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-7.1073, -1.7228,  0.0840,  0.2836, -0.4795,  0.3712,  0.1914, -9.8431,
         8.2237, -4.6904, -3.2517,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([12.0767,  2.0187,  1.1453,  0.5510,  1.8024,  0.6642,  0.9598, 16.8706,
        35.4125,  2.5597,  2.0243,  1.6021,  1.6239,  1.2853,  0.5838,  0.3173])"
"tensor([-53.6353, -23.2514,  -0.0000,   0.0000,   0.0000,  -0.0000, -36.5910,
        -43.0133, 202.0252, -33.7638, -10.0779,   0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([ 1.8784, -0.0098, -0.1689, -0.2033, -0.2790,  0.2549, -0.8171,  0.5499,
         6.7945, -0.2802, -0.8780, -1.7302,  0.9288, -0.2839,  0.4631, -0.5914],
       dtype=torch.float64)","tensor([-13.7446,  -5.2427,   0.0000,   0.0000,   0.0000,   0.0000, -14.1376,
         -1.7878,  57.7613, -16.6993,  -5.5673,   0.0000,  -0.0000,   0.0000,
         -0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.1410,  0.1512, -0.0195,  1.9030,  1.5670, -2.3846,  0.0000,
        -1.5571, -0.3388,  0.2152,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-11.0020,  -2.8039,   0.0700,   0.4189,   0.1318,   0.8556,  -3.0898,
         -9.5097,   2.9587,  -6.8288,  -2.9252,   0.0000,   0.0000,   0.0000,
          0.0000,   0.0000])","tensor([15.7901,  6.8375,  5.2108,  4.4915,  9.0322,  1.2524, 16.4836,  1.9816,
        75.2200, 31.5812, 19.2764,  5.1008,  3.9835,  4.0374,  8.1801,  1.1698])"
"tensor([-25.6687,   0.0000,   0.0000,   0.0000,   0.0000, -15.1926, -30.2387,
        -15.5870, 133.4479, -32.6830, -14.8727,   0.0000,  -0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([ 1.2060e+00,  4.4826e-01, -8.4097e-01, -4.9115e-01, -5.3087e-02,
        -4.2183e-01, -2.6967e+00,  2.4301e+00,  1.2783e+01, -4.0382e-04,
        -2.1985e+00, -1.1260e+00,  5.8971e-01, -3.2110e+00,  5.0341e-01,
         5.7519e-01], dtype=torch.float64)","tensor([-3.1362,  0.0000, -0.0000, -0.0000,  0.0000, -3.3668, -4.7151, -2.1718,
        18.3256, -3.0893, -2.4907, -0.0000, -0.0000,  0.0000, -0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.6054, -0.6642,  0.0000,  1.5789, -0.9779, -2.8674,  0.0000,
         0.4621, -0.5908, -0.7375,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-9.4387,  0.4342,  0.0974,  0.3737,  0.3210, -3.7313, -4.9438, -7.4803,
         1.5237, -8.6700, -5.2923,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 2.9314,  0.1655,  0.2180,  0.1259,  0.1768,  1.9857,  1.9937,  4.6127,
        13.9745,  2.3840,  0.8517,  0.0725,  0.2556,  0.4250,  0.2717,  0.4000])"
"tensor([-24.3283,  -5.8461,  -0.0000,  -8.6986,  -0.0000,   0.0000,  -0.0000,
        -33.0627,  80.3945,  -6.2338,   3.2783,   0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([-6.8076,  0.2039, -0.5144, -4.1741,  0.1937, -1.0133, -0.3795, -8.8974,
        32.9104, -1.8173, -4.0184,  1.4310, -0.8702,  0.7008, -4.2799, -0.3010],
       dtype=torch.float64)","tensor([-2.9619,  0.1627,  0.0000, -1.2093,  0.0000, -0.0000, -0.0000, -8.4367,
        15.2983, -1.4875, -0.4472,  0.0000,  0.0000, -0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.0391,  0.2420, -1.4613,  2.3549,  2.1514,  0.0000,  0.0000,
        -1.0705, -2.0703,  0.4698,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-7.6626, -0.7014,  0.0179, -0.7201,  0.0576,  0.0984,  0.1012, -8.8186,
         5.7003, -4.7522, -0.5273,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([1.0455e+01, 1.6898e+00, 4.0595e-02, 1.7251e+00, 8.0490e-01, 5.8712e-01,
        1.9119e-01, 1.4341e+01, 2.9480e+01, 1.4407e+00, 5.4348e-01, 1.3092e+00,
        1.7047e+00, 1.3127e+00, 2.9022e-02, 1.9668e+00])"
"tensor([-34.0068,   0.0000,   0.0000, -12.5437,   0.0000, -16.9933,  -0.0000,
        -35.8567, 136.7219, -24.5461,  -9.1521,  -0.0000,   0.0000,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-20.3708,  -0.1711,   0.1730,  -3.0246,  -0.3758,  -4.0421,  -0.1377,
         -1.4517,  56.6431,  -0.6043,  -1.2414,   0.3376,  -5.4189,  -7.2614,
         -2.1490,  -2.4778], dtype=torch.float64)","tensor([-5.2015,  0.0000,  0.0000, -2.8887,  0.0000, -5.5867, -0.0000, -3.4117,
        28.7710, -7.4030, -4.4005, -0.0000, -0.0000, -0.0000,  0.0000,  0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  1.1484,  0.1761,  0.1840, -0.1562, -0.3866,  2.7873,  0.0000,
         1.1471, -1.4326, -2.7627,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-6.1720e+00,  1.9403e-01,  4.9191e-03, -3.9396e-01,  1.1153e-01,
        -1.9204e+00,  1.3414e-01, -5.3188e+00,  6.3370e+00, -6.7421e+00,
        -1.4455e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 6.5758,  1.5058,  3.0903,  2.3431,  0.9736,  5.3527,  2.2323,  4.8130,
        30.9220,  9.9022,  4.4066,  1.1852,  0.5623,  1.8264,  0.1576,  1.8676])"
"tensor([-76.5939, -12.4660,  -0.0000,  -0.0000,  -7.5016,  -0.0000,  -0.0000,
        -79.3800, 175.6644,   0.3824,   2.6668,  -0.0000,   0.0000,   0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([-6.6684, -2.9054, -3.7807, -2.1835, -1.5134, -0.4868, -2.6083,  8.8487,
        23.2396, -0.1482, -0.7851,  0.8642, -6.7406, -0.2745, -1.5450, -1.8451],
       dtype=torch.float64)","tensor([ -7.0027,  -0.9212,  -0.0000,  -0.0000,  -0.7312,  -0.0000,  -0.0000,
        -11.7806,  21.6809,   0.5102,  -1.1896,  -0.0000,   0.0000,   0.0000,
         -0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.5190, -0.3628,  0.2176, -0.2043,  1.4320,  0.1818,  0.0000,
         0.5730, -0.2832, -1.1550,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-7.9653, -1.1851,  0.1055,  0.2948, -0.0778,  0.4880,  0.2367, -9.4677,
         7.5472, -4.2513, -1.0572,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 7.8239,  0.4154,  1.1273,  0.4515,  0.8367,  0.0384,  0.7822,  9.5361,
        16.5460,  0.0901,  0.3370,  2.3460,  0.4712,  0.8748,  1.1131,  0.5796])"
"tensor([ 0.4590,  0.0000,  0.0000,  0.0000, -0.0000, -4.0711, -5.5580, -3.5146,
        13.1331, -1.9615,  0.0000, -0.0000,  0.0000, -0.0000, -0.0000, -0.0000],
       dtype=torch.float64)","tensor([-8.1954e+00, -1.2595e+00, -1.6823e-01, -6.6993e-01, -1.6442e-02,
        -3.7279e+00, -2.7572e+00, -6.1303e+00,  1.7652e+01, -1.1107e+00,
         5.1144e+00,  4.2935e-01,  1.2540e+00,  1.1211e+00,  3.8981e-02,
         2.3741e-01], dtype=torch.float64)","tensor([ 1.7592,  0.0000,  0.0000,  0.0000,  0.0000, -2.8402, -4.4526,  5.4806,
         4.7609, -4.3929, -0.0000, -0.0000,  0.0000, -0.0000, -0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  3.1641,  0.0000, -0.3627,  5.2194, -1.9285, -1.4895,  0.0000,
         1.2798, -5.0592,  2.1401,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-5.7605,  0.1654,  0.0176,  0.2128,  0.1104, -1.4133, -0.8878, -4.7840,
         6.2039, -3.8471, -0.2556,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 3.2180,  0.4949,  0.4156,  0.5935,  0.1070,  1.5929,  1.2252,  4.2617,
        10.8372,  0.3023,  0.2345,  0.9052,  1.9287,  1.5990,  0.0494,  1.7208])"
"tensor([-15.0042,   0.0000,   0.0000,   0.0000,   0.0000, -14.4189, -22.2002,
         -2.2012,  94.8096, -34.6939,  -3.6976,  -0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([ 1.2642, -0.5856,  0.9873, -0.9564, -1.5490, -0.6720, -1.8628,  7.1151,
         5.3082, -2.9681, -0.1181, -0.2711, -2.3076,  0.2697, -0.1230,  0.6651],
       dtype=torch.float64)","tensor([ -4.4142,   0.0000,   0.0000,   0.0000,   0.0000,  -8.1265, -17.2953,
         13.7775,  47.3263, -28.2772,  -3.0879,   0.0000,  -0.0000,   0.0000,
         -0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.3318,  0.0000, -0.4456,  0.5505, -1.3807, -1.5960,  0.0000,
         0.2391, -1.7868,  0.0503,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-6.7796,  0.3262, -0.0089,  0.1788,  0.0774, -2.0950, -1.5947, -5.6275,
         5.3193, -4.9096, -1.1686,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 5.0241,  2.1821,  4.4013,  2.8706,  3.1523,  5.4364,  7.0767,  2.6169,
        29.4413, 15.4497,  7.5506,  1.5252,  2.5840,  0.6579,  0.9206,  0.7453])"
"tensor([-46.5477,  -0.0000,   0.0000, -50.7937,  -0.0000, -51.0681,  -0.0000,
          4.2802, 170.4705,   0.0000,  -1.8160,  -0.0000,  -0.0000,  -0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([ -0.0789,  -0.1818,  -6.7078,  -3.7756,   0.3920,  -1.4131,   1.9908,
        -10.9483,  32.6790,   1.5826,  -1.0538,  -0.2587,  -2.8175,   0.6864,
         -0.7839,  -0.2636], dtype=torch.float64)","tensor([-10.9723,   0.0000,   0.0000, -13.3090,  -0.0000, -12.8369,  -0.0000,
         14.1852,  29.8111,   0.0000,  -7.4623,   0.0000,  -0.0000,  -0.0000,
         -0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.6764,  0.7474, -1.8736,  0.0000, -2.4702,  2.5304,  0.0000,
         0.6083, -2.1329,  1.4162,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 5.9255e+00,  4.8579e-01,  7.0213e-02,  1.0933e+01,  6.4989e-01,
         2.2533e+00, -2.1255e-02,  9.4265e+00,  2.2673e+01,  3.1441e-02,
        -2.9037e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([11.2898,  0.7950, 17.2667, 11.5436,  4.0544, 11.7176,  9.4171, 10.8882,
        28.9739, 36.1068, 23.8856,  1.0818,  7.6451,  6.0369,  4.1557,  5.6927])"
"tensor([-56.8866, -31.7369,  -0.0000,  -0.0000,   0.0000,   0.0000, -51.0858,
        -62.6136, 248.5825, -33.0057, -10.8946,   0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([-2.6559e+00, -1.6460e+00, -6.6283e-01, -1.5374e-01, -3.0387e-01,
         2.9227e-01, -4.0113e+00, -2.0150e+01,  3.9931e+01,  6.2621e-02,
        -3.4373e+00, -2.2852e-02, -2.1492e+00,  1.6921e+00, -2.5503e-01,
        -6.8947e-01], dtype=torch.float64)","tensor([-17.0421,  -8.4798,   0.0000,  -0.0000,   0.0000,  -0.0000, -15.7062,
        -15.6301,  70.5575,  -9.1951,  -4.0709,   0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.3332, -0.1206, -0.0492,  1.8671,  0.1609, -2.6183,  0.0000,
        -0.6401,  1.4276,  1.6076,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-9.1238, -0.7534,  0.0416,  0.2733,  0.0108,  0.8357, -0.7802, -7.8048,
         4.9302, -4.0998, -0.6542,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 24.0398,  11.8474,   2.5285,   1.0116,   5.2674,   0.1832,  19.2727,
         23.7138, 105.8640,  24.2567,  10.5475,   7.4666,   2.2874,   0.8521,
          8.7855,   1.8342])"
"tensor([ -2.3241,   0.0000,   0.0000,   0.0000,   0.0000, -21.1584, -53.1075,
         32.4872, 140.7673, -66.5409, -27.3036,   0.0000,  -0.0000,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-1.4703e+00, -6.4806e-01, -9.2083e-02, -8.6682e-02, -1.7321e-01,
        -3.5159e-01, -4.3942e+00, -5.7923e-01,  2.2154e+01, -1.0165e+01,
        -1.4931e+00, -1.1438e+00, -2.6959e+00, -1.4376e-02,  3.1540e-01,
        -3.2158e-02], dtype=torch.float64)","tensor([  1.3516,   0.0000,   0.0000,   0.0000,   0.0000,  -4.6024, -10.7578,
         10.5370,  20.7763, -11.5514,  -6.3440,  -0.0000,  -0.0000,   0.0000,
         -0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.9538,  0.0000, -0.1684,  0.0000, -0.5454,  0.0167,  0.0000,
         1.4222, -0.1478, -0.9506,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-8.7632,  0.4760,  0.0738,  0.4028,  0.2511, -3.9261, -3.6496, -7.3148,
         3.3603, -7.9477, -3.9247,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 4.2414,  2.2484,  5.5664,  3.1858,  6.3490,  6.2479, 13.0901,  3.8030,
        43.3283, 23.9212, 11.7993,  0.7616,  4.0051,  1.6809,  5.5413,  1.2053])"
"tensor([-112.4175,  -37.1450,    0.0000,   -0.0000,  -74.9287,   -0.0000,
           0.0000,  -62.5766,  301.9702,   -0.0000,    1.2070,   -0.0000,
           0.0000,   -0.0000,   -0.0000,   -0.0000], dtype=torch.float64)","tensor([ -0.2561,  -1.5255,  -0.3089,  -2.8485,  -5.4962,  -0.6167,   0.2936,
        -11.1981,  29.6293,   0.3639,   0.8510,  -0.5019,  -0.9763,   0.1097,
         -2.5831,  -0.3596], dtype=torch.float64)","tensor([-38.6535, -10.8238,   0.0000,   0.0000, -22.9392,   0.0000,   0.0000,
        -20.7897,  97.0407,  -0.0000,  -2.4524,   0.0000,   0.0000,  -0.0000,
          0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.5271,  0.0000,  2.0271, -3.0771,  0.7338,  1.8851,  0.0000,
        -5.6561,  9.7286, -3.3883,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-4.9071e+00, -3.2465e-01, -6.4449e-03,  1.2533e-01,  4.7992e-01,
         2.1964e-01,  1.8699e-01, -3.7094e+00,  1.6641e+01, -1.9718e-02,
         2.0347e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([31.3187,  8.9748,  9.1323,  1.5075, 19.0331,  0.2432,  4.2216, 14.6649,
        83.5331, 23.4891, 12.2617,  0.5442,  5.7249,  0.8715,  3.5411,  2.0522])"
"tensor([-48.5406, -16.0700,  -0.0000, -17.0213,  -0.0000,  -0.0000,  -0.0000,
        -54.8829, 171.6436, -22.7093,  -5.5427,   0.0000,   0.0000,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-1.6702e+01, -9.5925e-01, -3.5042e+00, -4.8157e+00, -5.7464e+00,
        -4.0806e+00, -3.1717e+00, -1.5821e+01,  7.3270e+01, -1.0765e+01,
         1.8330e+00,  6.2278e-01, -9.0392e+00,  3.7884e-02, -9.1094e-01,
         1.8273e+00], dtype=torch.float64)","tensor([-7.5577, -1.9509,  0.0000, -2.4496, -0.0000, -0.0000, -0.0000, -7.6422,
        24.8755, -3.3947, -1.1169,  0.0000,  0.0000, -0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.5927,  2.9536, -0.7254,  0.0000,  3.2972,  0.2781,  0.0000,
         2.6435, -0.5549,  0.0988,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-6.0526, -0.5077,  0.0558, -0.2470,  0.1878,  0.5040,  0.2152, -6.2175,
         7.9293, -6.6073, -1.3676,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ 6.9959,  1.9205,  1.3469,  1.5720,  0.2333,  0.6916,  0.9359,  8.2504,
        22.4796,  4.1834,  0.3235,  0.0824,  2.2662,  1.3401,  0.4800,  0.7707])"
"tensor([-40.1847, -11.3470,  -0.0000, -12.6223,   0.0000,  -0.0000,  -0.0000,
        -48.1745, 132.8004,  -8.7162,  -3.4136,   0.0000,   0.0000,  -0.0000,
         -0.0000,  -0.0000], dtype=torch.float64)","tensor([-6.5946, -7.3961, -0.3339, -7.0875, -2.4645,  0.2819, -2.1185, -6.1527,
        60.1542, -8.3402, -0.4390, -3.9917, -3.8779, -0.3468, -0.0830, -5.2172],
       dtype=torch.float64)","tensor([-4.4737, -0.7052,  0.0000, -1.8800,  0.0000, -0.0000, -0.0000, -7.4330,
        17.9131, -1.0509, -1.5641, -0.0000,  0.0000, -0.0000,  0.0000, -0.0000],
       grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.1821,  0.0629, -0.9238,  1.4725,  1.7196,  0.1239,  0.0000,
         1.2673, -5.2986, -0.5730,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-6.1695, -0.5202,  0.0449, -0.2566,  0.1431,  0.2361,  0.1548, -7.2650,
         7.6833, -6.4217, -1.0464,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([6.0727e+00, 1.1333e+00, 9.2546e-01, 1.0872e+00, 1.3916e-01, 4.2658e-01,
        1.6144e-02, 9.0194e+00, 1.9328e+01, 1.3826e+00, 1.0686e+00, 9.5875e-01,
        2.0058e+00, 8.3784e-01, 1.1480e-01, 1.2177e+00])"
"tensor([-43.3661,   0.0000,   0.0000, -19.3210,   0.0000, -23.2754,  -0.0000,
        -41.4483, 184.3967, -42.8089, -12.4212,   0.0000,   0.0000,  -0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([  2.1375,   0.1642,  -2.0237,  -0.0358,  -1.7154,  -2.2728,   0.0870,
          7.9159,  18.0847,   2.9927,   1.8784,  -0.0792, -15.6662,   1.5831,
         -0.0825,  -2.0788], dtype=torch.float64)","tensor([ -8.6259,   0.0000,   0.0000,  -5.0616,   0.0000,  -7.2316,  -0.0000,
         -6.6622,  44.5926, -12.2817,  -4.5594,   0.0000,  -0.0000,  -0.0000,
         -0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.0583, -0.4396,  0.2683,  0.0000, -1.2199,  0.0000,  0.0000,
         1.1918, -0.9328, -0.0177,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-6.1324e+00,  3.3650e-01, -1.7071e-03, -9.2038e-01,  6.8850e-02,
        -2.6330e+00,  1.4387e-01, -5.6086e+00,  5.5794e+00, -7.8547e+00,
        -2.1051e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         0.0000e+00])","tensor([ 8.9068,  0.5574,  1.7044,  3.8807,  3.3370,  6.5715,  4.3157,  8.2940,
        43.0161, 11.6004,  5.7227,  1.0031,  0.7502,  0.8574,  1.3778,  1.9751])"
"tensor([-71.3605, -22.0868,  -0.0000, -23.8886,   0.0000,  -0.0000,  -0.0000,
        -72.7030, 233.3440, -28.7261, -10.0062,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], dtype=torch.float64)","tensor([-4.4361, -1.7699, -1.5270, -5.0877, -3.6034, -0.1494, -1.5476, -7.3496,
        42.4567, -3.0451, -4.7116,  0.3467,  0.0656, -1.4703, -0.0998, -1.9485],
       dtype=torch.float64)","tensor([-14.5357,  -4.9574,  -0.0000,  -6.3249,   0.0000,  -0.0000,  -0.0000,
        -14.2580,  52.5304,  -8.6206,  -2.4139,   0.0000,   0.0000,   0.0000,
         -0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000, -0.8706,  0.2514, -0.7647, -0.4075,  1.7203,  0.4906,  0.0000,
         0.9490, -2.1159,  0.0848,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-5.7769, -0.7234,  0.0427, -0.5838,  0.1947,  0.6597,  0.2316, -6.9804,
         7.4771, -7.2391, -0.9160,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([13.7047,  5.2090,  0.3688,  5.6328,  2.4081,  1.6226,  2.7636, 16.4614,
        52.9291,  8.9982,  5.8003,  3.3171,  1.0256,  0.3196,  1.3194,  0.9196])"
"tensor([-97.2293,   0.0000,   0.0000,  -0.0000, -35.6876, -26.6892,  -0.0000,
        -76.2977, 255.2588, -14.9045,  -1.0172,   0.0000,   0.0000,  -0.0000,
          0.0000,  -0.0000], dtype=torch.float64)","tensor([-10.5105,  -0.1442,  -1.0628,   0.8564,  -4.1312,  -3.1635,  -0.4661,
          1.9332,  24.9052,  -1.2106,   1.4234,  -0.6015,  -0.9370,   2.3506,
         -0.8773,  -3.4947], dtype=torch.float64)","tensor([ -9.6756,   0.0000,  -0.0000,  -0.0000,  -6.0186,  -4.2834,  -0.0000,
        -12.7384,  37.0196,  -0.7341,  -3.3243,  -0.0000,   0.0000,  -0.0000,
          0.0000,   0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.1534,  2.5296,  0.0000, -0.0813, -0.7965,  1.1097,  0.0000,
         0.4638,  1.4696, -0.6864,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([-10.5475,   0.2736,   0.0855,   0.2872,  -1.3993,  -3.9855,   0.1747,
        -11.4619,   4.7558,  -3.1664,  -1.3013,   0.0000,   0.0000,   0.0000,
          0.0000,   0.0000])","tensor([1.8348e+01, 1.2151e+00, 3.3218e-01, 1.2598e+00, 4.6003e+00, 5.5860e+00,
        1.7253e+00, 2.6258e+01, 5.7307e+01, 3.4131e+00, 9.2287e-01, 1.3339e+00,
        1.8270e+00, 1.1644e+00, 9.2620e-01, 3.1328e-02])"
"tensor([-63.6707,   0.0000,   0.0000, -18.6763,   0.0000, -15.7302,   0.0000,
        -78.6037, 200.3833, -22.6206,  -0.0000,   0.0000,   0.0000,  -0.0000,
          0.0000,  -0.0000], dtype=torch.float64)","tensor([-12.4037,  -8.1741,  -6.3324,  -7.0761,  -0.7316,  -9.3794,  -1.9454,
        -23.6961,  81.1508,   1.5769,   0.7731,  -3.6096,   3.4735,  -3.6190,
         -0.3290,  -4.1546], dtype=torch.float64)","tensor([-12.6112,   0.0000,  -0.0000,  -3.8626,   0.0000,  -4.1316,  -0.0000,
        -15.8388,  36.3688,   0.5384,  -0.0000,  -0.0000,   0.0000,  -0.0000,
          0.0000,  -0.0000], grad_fn=<UnbindBackward0>)","tensor([ 0.0000,  0.8449,  0.0000, -0.0695,  0.0000, -1.6461,  0.1101,  0.0000,
         0.7775,  0.5486,  0.5306,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000])","tensor([ -6.6465,   0.1843,   0.0366,  -0.9879,   0.1153,  -3.3936,   0.1708,
         -9.7673,   6.1428, -17.0633,  -0.3471,   0.0000,   0.0000,   0.0000,
          0.0000,   0.0000])","tensor([11.8824,  1.1644,  0.2937,  2.8641,  0.2971,  3.4366,  0.4930, 13.6196,
        33.1230,  0.7445,  0.1742,  2.2351,  2.9520,  2.5852,  0.1338,  1.5426])"
